m,v,d,tt,tp,ike,cu,e,lambda,AB,e/cu,e_pred
0.2,10,0.04,-2.5029891573387664,-0.9963301062199136,2.302585092994046,0.0,4.605170185988092,-1.6094379124341005,-1.6686808309106362,4.605170185988092,99.96334
0.2,10,0.04,-2.5029891573387664,-0.9963301062199136,2.302585092994046,0.0,4.605170185988092,-1.6094379124341005,-1.6686808309106362,4.605170185988092,100.078094
0.5,5,0.04,-1.7610750870970602,-0.8173779583015125,1.8325814637483104,0.0,4.605170185988092,-2.302585092994045,-1.6686808309106362,4.605170185988092,100.17167
0.1,10,0.04,-3.1359143041538533,-1.6566343472650749,1.6094379124341005,0.0,4.605170185988092,-1.6094379124341005,-1.6686808309106362,4.605170185988092,100.048325
0.2,10,0.04,-2.237921579668324,-0.7799345826338292,2.302585092994046,0.0,4.605170185988092,-2.302585092994045,-1.6686808309106362,4.605170185988092,100.06273
0.2,10,0.04,-2.237921579668324,-0.7799345826338292,2.302585092994046,0.0,4.605170185988092,-2.302585092994045,-1.6686808309106362,4.605170185988092,100.02118
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420974,0.0,4.605170185988092,-2.302585092994045,-1.6686808309106362,4.605170185988092,100.057724
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420974,0.0,4.605170185988092,0.0,-1.6686808309106362,4.605170185988092,100.034966
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420974,0.0,4.605170185988092,0.0,-1.6686808309106362,4.605170185988092,99.983604
0.5,5,0.04,-1.7610750870970602,-0.8173779583015125,1.8325814637483104,0.0,4.605170185988092,-2.302585092994045,-1.6686808309106362,4.605170185988092,99.976166
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.218875824868201,1.6094379124341005,6.214608098422191,-2.302585092994045,-0.059242918476535865,4.605170185988092,499.97787
0.1,10,0.04,-3.658156281471096,-2.0406516905650425,1.6094379124341005,1.6094379124341005,6.214608098422191,0.0,-0.059242918476535865,4.605170185988092,499.97717
0.5,5,0.04,-3.772261063052988,-2.692550937655286,1.8325814637483104,1.6094379124341005,6.214608098422191,-1.6094379124341005,-0.059242918476535865,4.605170185988092,500.4165
0.5,5,0.04,-2.7864442685302215,-1.7809144891878927,1.8325814637483104,1.6094379124341005,6.214608098422191,0.0,-0.059242918476535865,4.605170185988092,499.6928
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.218875824868201,1.6094379124341005,6.214608098422191,-2.302585092994045,-0.059242918476535865,4.605170185988092,500.29626
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.218875824868201,1.6094379124341005,6.214608098422191,-2.302585092994045,-0.059242918476535865,4.605170185988092,500.48856
0.5,5,0.04,-2.7864442685302215,-1.7809144891878927,1.8325814637483104,1.6094379124341005,6.214608098422191,0.0,-0.059242918476535865,4.605170185988092,500.09232
0.2,15,0.04,-3.402197881995739,-1.4176611968693906,3.1135153092103742,1.6094379124341005,6.214608098422191,-2.302585092994045,-0.059242918476535865,4.605170185988092,500.31915
0.2,20,0.04,-3.1864086347306992,-0.9921679605472518,3.688879454113936,1.6094379124341005,6.214608098422191,-2.302585092994045,-0.059242918476535865,4.605170185988092,500.13214
0.1,10,0.04,-3.658156281471096,-2.0406516905650425,1.6094379124341005,1.6094379124341005,6.214608098422191,0.0,-0.059242918476535865,4.605170185988092,499.8482
0.5,5,0.04,-3.486755270023802,-2.442215044080437,1.8325814637483104,1.6094379124341005,6.214608098422191,-2.302585092994045,-0.059242918476535865,4.605170185988092,499.598
0.5,10,0.04,-3.597942459121834,-1.9139542222140475,3.218875824868201,2.302585092994046,6.907755278982138,-2.302585092994045,0.6339042620834094,4.605170185988092,999.38947
0.2,10,0.04,-4.377238117942085,-2.6418131233290567,2.302585092994046,2.302585092994046,6.907755278982138,-2.302585092994045,0.6339042620834094,4.605170185988092,1000.7223
0.1,20,0.04,-4.411249493350786,-2.1164707379613947,2.9957322735539913,2.302585092994046,6.907755278982138,-2.302585092994045,0.6339042620834094,4.605170185988092,1000.0239
0.2,10,0.04,-4.377238117942085,-2.6418131233290567,2.302585092994046,2.302585092994046,6.907755278982138,-2.302585092994045,0.6339042620834094,4.605170185988092,999.20984
0.5,20,0.08,-3.780117934548208,-1.551319959099452,4.605170185988092,1.6094379124341005,6.214608098422191,-1.6094379124341005,0.6339042620834094,4.605170185988092,500.17938
0.2,15,0.04,-4.052435159144891,-2.0002016176893718,3.1135153092103742,2.302585092994046,6.907755278982138,-2.302585092994045,0.6339042620834094,4.605170185988092,999.84515
0.5,15,0.04,-3.520656821699484,-1.4647489971137009,4.0298060410845284,2.302585092994046,6.907755278982138,-1.6094379124341005,0.6339042620834094,4.605170185988092,1000.36115
0.5,10,0.04,-3.8912404662456175,-2.195705731366949,3.218875824868201,2.302585092994046,6.907755278982138,-1.6094379124341005,0.6339042620834094,4.605170185988092,1000.2729
0.2,10,0.04,-4.706096104578052,-2.869416853549776,2.302585092994046,2.302585092994046,6.907755278982138,-1.6094379124341005,0.6339042620834094,4.605170185988092,1000.50903
0.2,20,0.04,-3.814896294697424,-1.5248945785588506,3.688879454113936,2.302585092994046,6.907755278982138,-2.302585092994045,0.6339042620834094,4.605170185988092,1000.1427
0.2,15,0.04,-3.3991993789994823,-1.390945159335318,3.1135153092103742,2.302585092994046,6.907755278982138,0.0,0.6339042620834094,4.605170185988092,999.3732
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,999.8728
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,999.4409
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,999.2646
0.5,20,0.08,-4.105607754500811,-1.79345690906426,4.605170185988092,2.302585092994046,6.907755278982138,-2.302585092994045,1.3270514426433548,4.605170185988092,999.82556
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,1000.35205
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,1000.40216
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,1001.2034
0.5,20,0.08,-4.472389074754274,-2.0677975962967894,4.605170185988092,2.302585092994046,6.907755278982138,-1.6094379124341005,1.3270514426433548,4.605170185988092,1001.88635
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,999.7755
0.5,20,0.08,-4.105607754500811,-1.79345690906426,4.605170185988092,2.302585092994046,6.907755278982138,-2.302585092994045,1.3270514426433548,4.605170185988092,1000.27814
0.5,20,0.08,-3.4731231212337432,-1.2612347529371888,4.605170185988092,2.302585092994046,6.907755278982138,0.0,1.3270514426433548,4.605170185988092,1000.06683
0.2,15,0.04,-5.163786473590432,-2.9187712324178627,3.1135153092103742,3.218875824868201,7.824046010856294,-1.6094379124341005,1.5501949939575643,4.605170185988092,2502.0205
0.2,15,0.04,-4.876978909283582,-2.7118775159365973,3.1135153092103742,3.218875824868201,7.824046010856294,-2.302585092994045,1.5501949939575643,4.605170185988092,2502.0134
0.5,15,0.04,-3.4191577070391483,-1.350433130869188,4.0298060410845284,3.218875824868201,7.824046010856294,0.0,1.5501949939575643,4.605170185988092,2498.8752
0.2,15,0.04,-4.876978909283582,-2.7118775159365973,3.1135153092103742,3.218875824868201,7.824046010856294,-2.302585092994045,1.5501949939575643,4.605170185988092,2501.2727
0.5,15,0.04,-3.4191577070391483,-1.350433130869188,4.0298060410845284,3.218875824868201,7.824046010856294,0.0,1.5501949939575643,4.605170185988092,2499.097
0.5,15,0.04,-3.4191577070391483,-1.350433130869188,4.0298060410845284,3.218875824868201,7.824046010856294,0.0,1.5501949939575643,4.605170185988092,2498.917
0.5,20,0.04,-3.8490482062667577,-1.4991316471832812,4.605170185988092,3.218875824868201,7.824046010856294,-2.302585092994045,1.5501949939575643,4.605170185988092,2498.9766
0.2,20,0.04,-4.947660494934867,-2.555466462572212,3.688879454113936,3.218875824868201,7.824046010856294,-1.6094379124341005,1.5501949939575643,4.605170185988092,2501.0652
0.5,15,0.04,-4.3900588063711465,-2.2778924804036738,4.0298060410845284,3.218875824868201,7.824046010856294,-1.6094379124341005,1.5501949939575643,4.605170185988092,2500.742
0.5,15,0.04,-4.3900588063711465,-2.2778924804036738,4.0298060410845284,3.218875824868201,7.824046010856294,-1.6094379124341005,1.5501949939575643,4.605170185988092,2500.297
0.2,20,0.04,-4.947660494934867,-2.555466462572212,3.688879454113936,3.218875824868201,7.824046010856294,-1.6094379124341005,1.5501949939575643,4.605170185988092,2498.85
0.1,5,0.04,-3.5906644066169813,-2.5699417989845807,0.22314355131420974,0.0,5.298317366548036,-2.302585092994045,-1.263215722802472,5.298317366548036,199.93518
0.2,10,0.04,-2.74855974444042,-1.1966927020286466,2.302585092994046,0.0,5.298317366548036,-1.6094379124341005,-1.263215722802472,5.298317366548036,200.10619
0.2,5,0.04,-2.1876505549019463,-1.2718092019295246,0.9162907318741552,0.0,5.298317366548036,0.0,-1.263215722802472,5.298317366548036,200.10255
0.5,5,0.04,-2.0396056331826364,-1.0814720258505206,1.8325814637483104,0.0,5.298317366548036,-2.302585092994045,-1.263215722802472,5.298317366548036,200.30331
0.1,10,0.04,-3.080419081721185,-1.5837896590529048,1.6094379124341005,0.0,5.298317366548036,-2.302585092994045,-1.263215722802472,5.298317366548036,200.08672
0.1,5,0.04,-3.963316299815697,-2.840507884644404,0.22314355131420974,0.0,5.298317366548036,-1.6094379124341005,-1.263215722802472,5.298317366548036,199.8633
0.1,10,0.04,-3.376114601294692,-1.830758127037449,1.6094379124341005,0.0,5.298317366548036,-1.6094379124341005,-1.263215722802472,5.298317366548036,200.0685
0.2,5,0.04,-2.9592074988716184,-1.9884461115799044,0.9162907318741552,0.0,5.298317366548036,-2.302585092994045,-1.263215722802472,5.298317366548036,199.93489
0.2,10,0.04,-2.74855974444042,-1.1966927020286466,2.302585092994046,0.0,5.298317366548036,-1.6094379124341005,-1.263215722802472,5.298317366548036,200.0663
0.1,5,0.04,-3.5906644066169813,-2.5699417989845807,0.22314355131420974,0.0,5.298317366548036,-2.302585092994045,-1.263215722802472,5.298317366548036,200.09798
0.1,10,0.04,-3.376114601294692,-1.830758127037449,1.6094379124341005,0.0,5.298317366548036,-1.6094379124341005,-1.263215722802472,5.298317366548036,200.02232
0.1,20,0.04,-3.9867465516240825,-1.7600515217437784,2.9957322735539913,1.6094379124341005,6.907755278982138,-2.302585092994045,0.3462221896316285,5.298317366548036,999.7789
0.1,20,0.04,-4.300630996469888,-2.0150330289929967,2.9957322735539913,1.6094379124341005,6.907755278982138,-1.6094379124341005,0.3462221896316285,5.298317366548036,1000.4427
0.1,15,0.04,-4.511679842900753,-2.4497402983089174,2.4203681286504293,1.6094379124341005,6.907755278982138,-1.6094379124341005,0.3462221896316285,5.298317366548036,999.623
0.2,15,0.04,-3.6067466245754143,-1.5870112798725438,3.1135153092103742,1.6094379124341005,6.907755278982138,-2.302585092994045,0.3462221896316285,5.298317366548036,1001.2884
0.5,5,0.04,-2.894259304623357,-1.879856526264133,1.8325814637483104,1.6094379124341005,6.907755278982138,0.0,0.3462221896316285,5.298317366548036,999.58154
0.1,10,0.04,-4.4954193220289715,-2.7453160262946987,1.6094379124341005,1.6094379124341005,6.907755278982138,-2.302585092994045,0.3462221896316285,5.298317366548036,999.88135
0.2,10,0.04,-3.207441447242537,-1.5701402791623242,2.302585092994046,1.6094379124341005,6.907755278982138,0.0,0.3462221896316285,5.298317366548036,999.8442
0.2,10,0.04,-3.9170355472516905,-2.23765914691521,2.302585092994046,1.6094379124341005,6.907755278982138,-2.302585092994045,0.3462221896316285,5.298317366548036,1000.39355
0.5,5,0.04,-3.6104380278073736,-2.5581485355643667,1.8325814637483104,1.6094379124341005,6.907755278982138,-2.302585092994045,0.3462221896316285,5.298317366548036,1000.1866
0.5,10,0.04,-2.3534574233678023,-0.7289235921358533,3.218875824868201,1.6094379124341005,6.907755278982138,0.0,0.3462221896316285,5.298317366548036,999.65686
0.5,5,0.04,-3.9424822129128554,-2.8137441056612738,1.8325814637483104,1.6094379124341005,6.907755278982138,-1.6094379124341005,0.3462221896316285,5.298317366548036,1000.72943
0.5,15,0.04,-3.4345473613437094,-1.3726755199618994,4.0298060410845284,2.302585092994046,7.600902459542082,-2.302585092994045,1.0393693701915738,5.298317366548036,2002.1376
0.1,20,0.04,-3.9190476203651103,-1.6883079745918854,2.9957322735539913,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036,2000.0221
0.5,20,0.04,-3.1724694520540453,-0.8612061335706027,4.605170185988092,2.302585092994046,7.600902459542082,-2.302585092994045,1.0393693701915738,5.298317366548036,1999.0563
0.5,15,0.04,-2.6977039090480663,-0.6736975567386321,4.0298060410845284,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036,2001.0906
0.2,20,0.08,-4.29768548624013,-2.056350210456438,3.688879454113936,1.6094379124341005,6.907755278982138,-2.302585092994045,1.0393693701915738,5.298317366548036,998.50916
0.5,10,0.04,-3.302257433807252,-1.6185997542264867,3.218875824868201,1.6094379124341005,7.824046010856294,-2.302585092994045,1.0393693701915738,6.214608098422191,2498.6428
0.2,10,0.04,-3.7942399697717626,-2.1159727547829346,2.302585092994046,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036,1997.4717
0.5,10,0.04,-3.0311522187852518,-1.3558815547116954,3.218875824868201,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036,1999.8467
0.1,15,0.04,-4.081625789814326,-2.048004892047382,2.4203681286504293,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036,2002.2015
0.1,15,0.04,-4.336670932953084,-2.277151291737236,2.4203681286504293,1.6094379124341005,7.824046010856294,-2.302585092994045,1.0393693701915738,6.214608098422191,2498.917
0.5,15,0.08,-3.8584822385001165,-1.8165112835708157,4.0298060410845284,1.6094379124341005,6.907755278982138,-2.302585092994045,1.0393693701915738,5.298317366548036,999.6244
0.5,10,0.04,-4.530062713501286,-2.726132708652976,3.218875824868201,3.218875824868201,8.517193191416238,-2.302585092994045,1.955660102065729,5.298317366548036,4993.265
0.5,10,0.04,-4.815891217303744,-2.9433675533481285,3.218875824868201,3.218875824868201,8.517193191416238,-1.6094379124341005,1.955660102065729,5.298317366548036,5001.1763
0.5,10,0.04,-4.815891217303744,-2.9433675533481285,3.218875824868201,3.218875824868201,8.517193191416238,-1.6094379124341005,1.955660102065729,5.298317366548036,4998.1055
0.2,15,0.04,-5.014643315493794,-2.80313040735248,3.1135153092103742,3.218875824868201,8.517193191416238,-2.302585092994045,1.955660102065729,5.298317366548036,5002.779
0.5,20,0.04,-3.3104430183936917,-0.9733585615816759,4.605170185988092,3.218875824868201,8.517193191416238,0.0,1.955660102065729,5.298317366548036,4998.744
0.2,15,0.04,-4.294748626566822,-2.1941253847985465,3.1135153092103742,3.218875824868201,8.517193191416238,0.0,1.955660102065729,5.298317366548036,4998.4106
0.2,15,0.04,-5.259096653394756,-2.9999009504262113,3.1135153092103742,3.218875824868201,8.517193191416238,-1.6094379124341005,1.955660102065729,5.298317366548036,4997.6387
0.2,15,0.04,-4.294748626566822,-2.1941253847985465,3.1135153092103742,3.218875824868201,8.517193191416238,0.0,1.955660102065729,5.298317366548036,5001.2236
0.5,20,0.04,-4.3708888902634255,-1.987453236834165,4.605170185988092,3.218875824868201,8.517193191416238,-1.6094379124341005,1.955660102065729,5.298317366548036,4998.992
0.5,15,0.04,-4.260163046917041,-2.146573288990452,4.0298060410845284,3.218875824868201,8.517193191416238,-2.302585092994045,1.955660102065729,5.298317366548036,4997.753
0.5,10,0.04,-3.824928298577212,-2.1141820658842234,3.218875824868201,3.218875824868201,8.517193191416238,0.0,1.955660102065729,5.298317366548036,5002.717
0.2,10,0.04,-2.997333554920965,-1.3994039170736101,2.302585092994046,0.0,6.214608098422191,-1.6094379124341005,-0.5700685422425265,6.214608098422191,499.9595
0.2,10,0.08,-3.379044577021022,-1.923272329032814,2.302585092994046,0.0,5.298317366548036,-2.302585092994045,-0.5700685422425265,5.298317366548036,200.0395
0.2,10,0.04,-2.6462027977761298,-1.0984243063378951,2.302585092994046,0.0,6.214608098422191,-2.302585092994045,-0.5700685422425265,6.214608098422191,500.17316
0.1,10,0.04,-3.2493350323529087,-1.704584105684955,1.6094379124341005,0.0,6.214608098422191,-2.302585092994045,-0.5700685422425265,6.214608098422191,500.04416
0.1,5,0.04,-4.054739307629742,-2.9178827383567474,0.22314355131420974,0.0,6.214608098422191,-1.6094379124341005,-0.5700685422425265,6.214608098422191,499.9774
0.5,5,0.04,-1.3293848671468107,-0.3326905960458789,1.8325814637483104,0.0,6.214608098422191,0.0,-0.5700685422425265,6.214608098422191,498.85266
0.2,10,0.04,-2.997333554920965,-1.3994039170736101,2.302585092994046,0.0,6.214608098422191,-1.6094379124341005,-0.5700685422425265,6.214608098422191,499.73834
0.2,5,0.04,-3.5092281258758606,-2.4787973496238234,0.9162907318741552,0.0,6.214608098422191,-1.6094379124341005,-0.5700685422425265,6.214608098422191,499.81268
0.1,15,0.08,-3.5439136838637513,-1.8920130475177368,2.4203681286504293,0.0,5.298317366548036,-2.302585092994045,-0.5700685422425265,5.298317366548036,199.91658
0.2,10,0.08,-3.379044577021022,-1.923272329032814,2.302585092994046,0.0,5.298317366548036,-2.302585092994045,-0.5700685422425265,5.298317366548036,199.85701
0.1,5,0.04,-4.054739307629742,-2.9178827383567474,0.22314355131420974,0.0,6.214608098422191,-1.6094379124341005,-0.5700685422425265,6.214608098422191,498.9923
0.5,20,0.08,-4.62537289330561,-2.1624753850094005,4.605170185988092,2.302585092994046,7.600902459542082,-1.6094379124341005,1.7325165507515192,5.298317366548036,1996.1434
0.2,15,0.04,-4.37247242186907,-2.274347551582806,3.1135153092103742,2.302585092994046,8.517193191416238,-2.302585092994045,1.7325165507515192,6.214608098422191,4998.506
0.2,20,0.08,-4.706096104578052,-2.339913198260045,3.688879454113936,1.6094379124341005,7.824046010856294,-1.6094379124341005,1.7325165507515192,6.214608098422191,2500.1768
0.2,20,0.04,-4.172089910846953,-1.826201856784271,3.688879454113936,2.302585092994046,8.517193191416238,-2.302585092994045,1.7325165507515192,6.214608098422191,5011.1016
0.2,15,0.04,-3.626092466015172,-1.5869135023554282,3.1135153092103742,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,6.214608098422191,5000.0747
0.2,20,0.08,-4.706096104578052,-2.339913198260045,3.688879454113936,1.6094379124341005,7.824046010856294,-1.6094379124341005,1.7325165507515192,6.214608098422191,2498.9575
0.5,20,0.08,-4.1566455884194795,-1.8279422415998847,4.605170185988092,1.6094379124341005,7.824046010856294,-1.6094379124341005,1.7325165507515192,6.214608098422191,2498.1533
0.2,15,0.04,-4.37247242186907,-2.274347551582806,3.1135153092103742,2.302585092994046,8.517193191416238,-2.302585092994045,1.7325165507515192,6.214608098422191,4999.1875
0.2,15,0.04,-3.626092466015172,-1.5869135023554282,3.1135153092103742,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,6.214608098422191,5000.399
0.2,20,0.08,-3.624590964231574,-1.5763900583879,3.688879454113936,1.6094379124341005,7.824046010856294,0.0,1.7325165507515192,6.214608098422191,2495.2126
0.5,20,0.08,-3.7969101983276414,-1.5279685306365474,4.605170185988092,1.6094379124341005,7.824046010856294,-2.302585092994045,1.7325165507515192,6.214608098422191,2497.3064
0.5,20,0.08,-4.38523176562283,-2.005566739565278,4.605170185988092,2.302585092994046,8.517193191416238,-2.302585092994045,2.4256637313114644,6.214608098422191,4999.5166
0.5,20,0.08,-4.38523176562283,-2.005566739565278,4.605170185988092,2.302585092994046,8.517193191416238,-2.302585092994045,2.4256637313114644,6.214608098422191,4999.121
0.5,20,0.08,-3.6321211202953267,-1.3966841485199435,4.605170185988092,2.302585092994046,8.517193191416238,0.0,2.4256637313114644,6.214608098422191,4998.911
0.5,20,0.08,-4.717219689796714,-2.2409257126073183,4.605170185988092,2.302585092994046,8.517193191416238,-1.6094379124341005,2.4256637313114644,6.214608098422191,5000.103
0.5,20,0.08,-3.6321211202953267,-1.3966841485199435,4.605170185988092,2.302585092994046,8.517193191416238,0.0,2.4256637313114644,6.214608098422191,4996.747
0.5,20,0.08,-3.6321211202953267,-1.3966841485199435,4.605170185988092,2.302585092994046,8.517193191416238,0.0,2.4256637313114644,6.214608098422191,4998.978
0.5,20,0.08,-4.717219689796714,-2.2409257126073183,4.605170185988092,2.302585092994046,8.517193191416238,-1.6094379124341005,2.4256637313114644,6.214608098422191,5005.59
0.5,20,0.08,-4.38523176562283,-2.005566739565278,4.605170185988092,2.302585092994046,8.517193191416238,-2.302585092994045,2.4256637313114644,6.214608098422191,4998.2866
0.5,20,0.08,-4.717219689796714,-2.2409257126073183,4.605170185988092,2.302585092994046,8.517193191416238,-1.6094379124341005,2.4256637313114644,6.214608098422191,5000.342
0.5,20,0.08,-4.717219689796714,-2.2409257126073183,4.605170185988092,2.302585092994046,8.517193191416238,-1.6094379124341005,2.4256637313114644,6.214608098422191,4995.899
0.5,20,0.08,-3.6321211202953267,-1.3966841485199435,4.605170185988092,2.302585092994046,8.517193191416238,0.0,2.4256637313114644,6.214608098422191,5001.6577
0.5,20,0.04,-4.554477071672573,-2.149006005065745,4.605170185988092,3.218875824868201,9.433483923290392,-1.6094379124341005,2.6488072826256737,6.214608098422191,12502.076
0.5,15,0.04,-4.7239537219780585,-2.566602723518228,4.0298060410845284,3.218875824868201,9.433483923290392,-1.6094379124341005,2.6488072826256737,6.214608098422191,12504.95
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.218875824868201,3.218875824868201,9.433483923290392,-2.302585092994045,2.6488072826256737,6.214608098422191,12507.956
0.5,20,0.04,-4.554477071672573,-2.149006005065745,4.605170185988092,3.218875824868201,9.433483923290392,-1.6094379124341005,2.6488072826256737,6.214608098422191,12496.141
0.5,15,0.04,-4.7239537219780585,-2.566602723518228,4.0298060410845284,3.218875824868201,9.433483923290392,-1.6094379124341005,2.6488072826256737,6.214608098422191,12494.281
0.5,10,0.04,-4.658570962715206,-2.8105481511465595,3.218875824868201,3.218875824868201,9.433483923290392,-2.302585092994045,2.6488072826256737,6.214608098422191,12496.677
0.5,15,0.04,-4.7239537219780585,-2.566602723518228,4.0298060410845284,3.218875824868201,9.433483923290392,-1.6094379124341005,2.6488072826256737,6.214608098422191,12496.796
0.5,15,0.04,-4.4014133484740725,-2.265751842948697,4.0298060410845284,3.218875824868201,9.433483923290392,-2.302585092994045,2.6488072826256737,6.214608098422191,12495.163
0.2,20,0.04,-4.958992060944417,-2.524679195172684,3.688879454113936,3.218875824868201,9.433483923290392,-2.302585092994045,2.6488072826256737,6.214608098422191,12489.171
0.5,15,0.04,-3.6496587409606547,-1.5598290358820843,4.0298060410845284,3.218875824868201,9.433483923290392,0.0,2.6488072826256737,6.214608098422191,12500.741
0.5,20,0.04,-4.209082239692524,-1.8230767767340639,4.605170185988092,3.218875824868201,9.433483923290392,-2.302585092994045,2.6488072826256737,6.214608098422191,12496.6045
0.2,10,0.08,-3.243680943787172,-1.820554083535592,2.302585092994046,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,99.979935
0.5,10,0.08,-2.8640025028760965,-1.36323429992886,3.218875824868201,0.0,4.605170185988092,-1.6094379124341005,-0.9755336503506908,4.605170185988092,100.08067
0.5,10,0.08,-2.596687733248749,-1.1387345280740917,3.218875824868201,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,99.88235
0.5,10,0.08,-2.596687733248749,-1.1387345280740917,3.218875824868201,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,100.04699
0.5,10,0.08,-2.596687733248749,-1.1387345280740917,3.218875824868201,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,100.07299
0.2,10,0.08,-3.243680943787172,-1.820554083535592,2.302585092994046,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,100.11361
0.5,10,0.08,-2.596687733248749,-1.1387345280740917,3.218875824868201,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,100.01312
0.2,10,0.08,-3.243680943787172,-1.820554083535592,2.302585092994046,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,100.02776
0.2,10,0.08,-3.6045383056801854,-2.0846390252271623,2.302585092994046,0.0,4.605170185988092,-1.6094379124341005,-0.9755336503506908,4.605170185988092,100.07218
0.5,10,0.08,-2.596687733248749,-1.1387345280740917,3.218875824868201,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,100.12196
0.5,10,0.08,-2.596687733248749,-1.1387345280740917,3.218875824868201,0.0,4.605170185988092,-2.302585092994045,-0.9755336503506908,4.605170185988092,100.02819
0.2,10,0.08,-3.507224786307685,-2.006637276125232,2.302585092994046,0.0,6.214608098422191,-2.302585092994045,0.1230786383174188,6.214608098422191,498.95947
0.5,10,0.08,-3.23907853218572,-1.642911969291817,3.218875824868201,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,500.0995
0.1,20,0.08,-3.833211825003856,-1.902413973346991,2.9957322735539913,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,500.861
0.5,10,0.08,-2.8978798733864863,-1.3556953234118834,3.218875824868201,0.0,6.214608098422191,-2.302585092994045,0.1230786383174188,6.214608098422191,499.8942
0.2,15,0.08,-3.611918412977808,-1.7826966608193124,3.1135153092103742,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,500.15002
0.2,15,0.08,-3.611918412977808,-1.7826966608193124,3.1135153092103742,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,500.60455
0.1,15,0.08,-3.6698614482781737,-2.002954687026424,2.4203681286504293,0.0,6.214608098422191,-2.302585092994045,0.1230786383174188,6.214608098422191,499.8172
0.2,15,0.08,-3.611918412977808,-1.7826966608193124,3.1135153092103742,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,499.75882
0.2,15,0.08,-3.611918412977808,-1.7826966608193124,3.1135153092103742,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,500.13763
0.5,10,0.08,-3.23907853218572,-1.642911969291817,3.218875824868201,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,499.84723
0.5,10,0.08,-3.23907853218572,-1.642911969291817,3.218875824868201,0.0,6.214608098422191,-1.6094379124341005,0.1230786383174188,6.214608098422191,499.6011
